cmtid,itemid,rating_star,comment,modelid,model_name,filter,anonymous,origin_region,region,ctime,submit_time
14944801978,22489557572,5,Sản phẩm đẹp. Ship nhiệt tình. Giao hàng nhanh. Cảm ơn shop. Mua cho e trai k biết nó có đi vừa k nhưng mình là mình ưng hahaha,184956190789,"Quai trắng đế đen,Size 41",1,False,vn,VN,1713667051,1713667051
14812413487,22489557572,5,"Sau 2 ngày chờ đợi cuối cùng dép cũng về. Chất lượng dép tuyệt vời.Đi êm không trơn giá cả phải trăng quá xuất sắc luôn , ok la shop",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712410125,1712410125
15168159901,22489557572,5,Lần đầu mua trên shop này mua với giá siêu rẻ hàng chất lẽ size phù hợp giá tiền tặng shop 5* vì mang vừa chân,184956190805,"Full đen,Size 41",1,False,vn,VN,1715502183,1715502183
14875787094,22489557572,5,Giao hàng nhanh. Sản phẩm hơi bị chất lượng lun nha mn. Nhìn rất chắc chắn. Mình mua giá sale 40k 1đôi. Quá là tuyệt vời lun ạk,184956190800,"Full đen,Size 43",1,False,vn,VN,1713016591,1713016591
14913771498,22489557572,5,"Dép đẹp, cầm nhẹ, mong là bền giá rẻ, giao hàng nhanh. Nên mua nhé mn. Mua cho em trai nhưng n chưa thử kb vừa k",184956190800,"Full đen,Size 43",1,False,vn,VN,1713410082,1713410082
14875924519,22489557572,5,"Sp tốt đánh giá 5 sao, chất liệu co giãn êm chân, đã mua ủng hộ lần 2 lần sau vẫn sẽ mua ủng hộ tiếp 👍",184956190800,"Full đen,Size 43",1,False,vn,VN,1713017900,1713017900
15169601643,22489557572,5,"Dép mang êm chân lắm. Lớp đệm cũng không quá dày, không sợ đi mưa lâu khô. Đặt đúng size dép bình thường mình mang nha mọi người, nếu không vừa thì shop cũng cho đổi size nữa. Rất đáng tiền nha",184956190789,"Quai trắng đế đen,Size 41",1,False,vn,VN,1715510617,1715510617
14982217311,22489557572,5,"Mình chụp không đẹp nhưng hàng siêu đẹp nha.với tầm giá này ko tin là mã hàng này nó xinh đến vậy luôn. Quá lag ok , sẽ quay lại mua và ủng hộ nhiều. Shop tư vấn cực nhiệt tình.",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1713971363,1713971363
14813199257,22489557572,5,"Mình chụp không đẹp nhưng hàng siêu đẹp nha.với tầm giá này ko tin là mã hàng này nó xinh đến vậy luôn. Quá lag ok , sẽ quay lại mua và ủng hộ nhiều. Shop tư vấn cực nhiệt tình.",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712414157,1712414157
14819776217,22489557572,5,"Mình chụp không đẹp nhưng hàng siêu đẹp nha.với tầm giá này ko tin là mã hàng này nó xinh đến vậy luôn. Quá lag ok , sẽ quay lại mua và ủng hộ nhiều. Shop tư vấn cực nhiệt tình.",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712472202,1712472202
14880833359,22489557572,5,"Đúng với mô tả: đóng gói cẩn thận, dép đẹp với cái số tiền này thì không mong chờ gi nhiều nhưng lúc nhận thì không ngờ rẻ mà đẹp nha nói chung là 10 điểm không có nhưng",184956190800,"Full đen,Size 43",1,False,vn,VN,1713085317,1713085317
14876026704,22489557572,5,"dép phù hợp với giá tiền , chất liệu bằng cao su non đi cực êm luôn ấy, phối đồ đẹp lắm vì dép là mẫu mới , nên rất thích ạ,sẽ mua thêm để ủng hộ shop nha",184956190800,"Full đen,Size 43",1,False,vn,VN,1713018906,1713018906
15046651144,22489557572,5,"Sản phẩm rất ok , đóng gói rất chắc chắn, hàng đặt 2 ngày là có hàng rồi ạ , rất đáng tiền , chờ ê mê 😘( nên ủng hộ shop nha mn 👍 ) 💗💗💗💗💗💗💗💗💗💗💗",184956190792,"Quai trắng đế đen,Size 38",1,False,vn,VN,1714554084,1714554084
14812330629,22489557572,5,"dép phù hợp với giá tiền , chất liệu bằng cao su non đi cực êm luôn ấy, phối đồ đẹp lắm vì dép là mẫu mới , nên rất thích ạ,sẽ mua thêm để ủng hộ shop nha",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712409731,1712409731
14904572703,22489557572,5,đôi dép giá phải chăng mà đẹp lắm nha ạ shop giao đúng mẫu đúng size ạ.Mà dép bên shop có nhiều mẫu đẹp nữa nên có gì em sẽ ủng hộ shop lần sau,184956190808,"Quai đen đế trắng,Size 43",1,False,vn,VN,1713330306,1713330306
14891753241,22489557572,5,"Đã nhận được một cái gì đó, đôi giày là đẹp. Màu sắc phù hợp với hình ảnh và thích nó. GDép thực sự tốt, chất lượng rất tốt, đề nghị cửa hàng này oh",184956190808,"Quai đen đế trắng,Size 43",1,False,vn,VN,1713191666,1713191666
14891935560,22489557572,5,"Vận chuyển nhanh chóng, vật lý phù hợp với hình ảnh. Không lớn không nhỏ, vừa vặn vừa vặn chân, ăn mặc rất thoải mái. Rất tốt, sẽ được mua lại một lần nữa",184956190808,"Quai đen đế trắng,Size 43",1,False,vn,VN,1713193219,1713193219
14816919484,22489557572,5,""" Hàng rất Ưng.. 
giống như mô tả.. 
màu trắng đén quay dép rất mềm mang rất êm chân ..
Rất đáng mua.. chuẩn size nhé cả nhà.""",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712457033,1712457033
14945167867,22489557572,5,"Giao hàng nhanh, 3 ngày là có hàng rồi, đúng size, giá so với sản phẩm thì quá ok ạ, cho 5 sao nha 😚",184956190789,"Quai trắng đế đen,Size 41",1,False,vn,VN,1713669764,1713669764
14822396751,22489557572,5,"hàng rất đẹp, hình thức ok, đóng gói cẩn thận nhưng chưa biết chất lượng như thế nào❤, nói chung là các bạn nên mua❤",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712484916,1712484916
14915959155,22489557572,5,Dép rẻ nói chung là đẹp nma dép ngày chỉ mang đi chơi tại dép mình mua là màu trắng với giá thành như này hong đòi hỏi thêm được cái gì cao hơn quá Nói chung tuỳ vào đánh giá của mỗi người mình thấy sản phẩm này ổn mọi người xem xét có thể mua về sài thử,184956190807,"Full đen,Size 38",1,False,vn,VN,1713423267,1713423267
15047052693,22489557572,5,"Chất nhựa cứng nhưng không bị thô, đi vừa và êm chân. Đi trong văn phòng là vừa, không có mùi hăng hay khét gì cả. Độ bền thì phải dùng mới biết được, chất nhựa nên đi trời mưa chắc không bị mùi đâu",184956190792,"Quai trắng đế đen,Size 38",1,False,vn,VN,1714556418,1714556418
14822833260,22489557572,5,"- Chất liệu cao su cao cấp đàn hồi tốt, chắc chắn. - Đi cực mát và êm, các bạn rửa chân thoải mái không sợ hỏng nhé. - Đế cực êm, đi đứng lâu vẫn thoải mái.",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712487172,1712487172
14876164125,22489557572,5,"Dép dẹp giao , đi thoải mái mà êm chân lắm , phân khúc giá lại vừa , mọi người lên mua thử dép tăng chiều cao thêm khoảng 3-4p thô",184956190800,"Full đen,Size 43",1,False,vn,VN,1713020308,1713020308
14820780600,22489557572,5,Sản phẩm đẹp đóng gói cẩn thận giao hàng nhanh shipper nhiệt tình kích thước hàng chuẩn,184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712477063,1712477063
14996814729,22489557572,5,"Thời gian giao hàng rất là nhanh lun, dép đẹp, giá rẻ, shop đóng gói cẩn thận nhưng có điều là dép màu trắng hơi kén da nên bạn nào da hơi ngâm thì nên chọn màu khá",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1714108133,1714108133
15046933767,22489557572,5,"Chọn cho cái hộp rách nát :( Giao đúng sản phẩm Đúng size Dép đi êm chân Da mềm. Cảm giác đi ko ôm chân, đi nhanh dễ tuột dép",184956190792,"Quai trắng đế đen,Size 38",1,False,vn,VN,1714555703,1714555703
14822702298,22489557572,5,"Dép nhìn đẹp đi hơi nặng chân, chất liệu cũng ổn và đã mua 2 lần ở shop. Lần sau sẽ quay lại ủng hộ shop tiếp",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712486481,1712486481
14880719011,22489557572,5,Hàng đẹp lắm ạ giống ở shop lun ạ chất lượng sẽ ủng hộ lần sau bán hàng có tâm ạ giao nhanh rẻ,184956190800,"Full đen,Size 43",1,False,vn,VN,1713084340,1713084340
14821047943,22489557572,5,Dép đẹp giao hàng nhanh uy tín đóng gói sản phẩm chắc chắn hợp với giá tiền lần sauu sẽ quay lại ủng hộ,184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712478325,1712478325
15169552551,22489557572,5,Mẫu mã đúng ảnh Êm chân Shop tư vấn nhiệt tình và dễ thương Ship khá nhanh,184956190789,"Quai trắng đế đen,Size 41",3,False,vn,VN,1715510332,1715510332
14822268226,22489557572,5,"DÉP ĐẸP,DA MỀM,MỊN,CẦM CHẮC TAY,ĐI KHÁ NHẸ,MUA GIÁ RẺ MÀ ĐƯỢC ĐÔI DÉP QUÁ XỊN XÒ,ĐÁNG ĐỂ MUA THỬ",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712484272,1712484272
14816535015,22489557572,5,"Dép đẹp ưng mắt phù hợp với giá tiền. Giao hàng nhanh, nhiệt tình. Ủng hộ shop 5 sao",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712454304,1712454304
14822174017,22489557572,5,Giao hàng nhanh đóng gói cẩn thận hàng tốt chất lượng im dẹp đẹp mang dừa vận,184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712483798,1712483798
14821385703,22489557572,5,Shop giao hàng nhanh đóng gói cẩn thận Sẽ ủng hộ shop tiếp lần sau,184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712479980,1712479980
14913703560,22489557572,5,"Trời ơi ,xinh suất sắc nha,đế cao,cứng ,chắc chắn ,đẹp ,nói chung ưng,sẽ đặt thêm nữa ,tui size 41 mà đặt hờ thêm 1size là size 42 mà ai dè vừa luôn,hơi rộng khoảng 1cm thoy hà ,bonus thêm anh shipper nói chuyện ấm áp quá chừng luôn,giao hàng nhanh",184956190800,"Full đen,Size 43",1,False,vn,VN,1713409596,1713409596
14713166606,22489557572,5,Quá tuyệt vời trắng full size 38 đẹp lắm nha mng nên mua nha shop cũng tư vấn nhiệt tình nữa mặc dù có bị giao lộn màu nhưng shop chịu trả hàng quá tuyệt vời cho shop 5*,184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1711791727,1711791727
14913582297,22489557572,5,"Đúng với mô tả: dép đẹp lắm mn ạ , quá tuyệt vời luôn ạ , đóng gói cẩn thận💕 , lần sau ủng hộ tiếp ạ💋💋💋",184956190800,"Full đen,Size 43",1,False,vn,VN,1713408691,1713408691
14816994618,22489557572,5,Hàng oke đẹp giá rẻ đế làm bằng cao su cứng bên trên làm bằng da đi êm chân nên mua nha ae,184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712457500,1712457500
14944858910,22489557572,5,Rất đẹp ạ đi vừa các bạn nên lùi size nhé đi rất đẹp luôn lại còn săn dc giá rẻ,184956190789,"Quai trắng đế đen,Size 41",1,False,vn,VN,1713667496,1713667496
14913877841,22489557572,5,"Chất lượng tốt đẹp phù hợp với mọi chân mọi lứa tuổi mọi, người nên mua 1 lần nha 😁😁😁",184956190800,"Full đen,Size 43",1,False,vn,VN,1713410852,1713410852
15043305302,22489557572,5,Dép đẹp lắm không có gì để chê còn rẻ nữa shop cũng rất nhiệt tình,184956190792,"Quai trắng đế đen,Size 38",1,False,vn,VN,1714532846,1714532846
15168770025,22489557572,5,"Giao hàng nhanh, đúng size đi vừa đẹp,nói chung là ưng lắm luôn,thank shop",184956190805,"Full đen,Size 41",1,False,vn,VN,1715505741,1715505741
14812679986,22489557572,5,"Giao hàng nhanh, đúng size đi vừa đẹp,nói chung là ưng lắm luôn,thank shop",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712411440,1712411440
15298934584,22489557572,5,dép size 42 nhưng quai rất rộng mong shop sẽ khắc phục (bình luận chỉ mang tính chất nhận xu có pet sôi có pha ban có thể là s á t quên đi dc k có những đứa trẻ có j kh đi làm á Châu tự do Hạnh có nhận thức),184956190794,"Quai đen đế trắng,Size 41",1,False,vn,VN,1716629258,1716629258
14944751637,22489557572,5,"Sản phẩm rất tuyệt vời mn nên mua ạ. Mình đặt hộ em trai mà nó đi vừa quá trời,mn nên đặt lên một size nha, em mình ở ngoài đi 39 hơi lỏng mà dép này lên size 40 vừa in luôn. Sản phẩm rất đáng mua nha mn",184956190789,"Quai trắng đế đen,Size 41",1,False,vn,VN,1713666665,1713666665
15046731709,22489557572,5,Nhận được hàng ưng lắm lun ý đúng siz với giá tiền như vầy mà đc chất lượng quá oke lun ấy hốt đi mn ko sau này giá lên 😂,184956190792,"Quai trắng đế đen,Size 38",1,False,vn,VN,1714554523,1714554523
14961506682,22489557572,5,Nhận được hàng ưng lắm lun ý đúng siz với giá tiền như vầy mà đc chất lượng quá oke lun ấy hốt đi mn ko sau này giá lên 😂,184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1713794579,1713794579
14813283494,22489557572,5,sp oke nma có lỗi tí mực ở phần đầu.mới đầu trắng này nma đi 1 tgian bị bẩn ko biết có đánh đc ko nch ổn nên mu,184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712414615,1712414615
14875325940,22489557572,5,"Tưởng giao lâu mà nhanh quá ạ, vừa chân nữ, nam đi có lẽ lên 1 size là quá đẹp nhưng như này là ưng lắm rồi nè.",184956190800,"Full đen,Size 43",1,False,vn,VN,1713012501,1713012501
14819870262,22489557572,5,"Tưởng giao lâu mà nhanh quá ạ, vừa chân nữ, nam đi có lẽ lên 1 size là quá đẹp nhưng như này là ưng lắm rồi nè.",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712472658,1712472658
14713041918,22489557572,5,"Tưởng giao lâu mà nhanh quá ạ, vừa chân nữ, nam đi có lẽ lên 1 size là quá đẹp nhưng như này là ưng lắm rồi nè.",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1711791136,1711791136
15167605143,22489557572,5,Hàng ok trong tầm gia. Mua đi choi di trong nhà cũng tiện.sẽ ủng hộ shop nữa mọi người nên mua,184956190805,"Full đen,Size 41",1,False,vn,VN,1715498863,1715498863
14822554198,22489557572,5,Ưng thật sự dép đẹp xĩu mang lên êm chân lắm mhoong có điểm gì để chê cả đáng tiền lắm nên mua nhe,184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712485726,1712485726
14945240671,22489557572,5,Khuyên mọi người mua tăng lên một size con thích đi rộng thì tăng lên hai size nhé khuyên thật lòng￼￼￼￼,184956190789,"Quai trắng đế đen,Size 41",1,False,vn,VN,1713670296,1713670296
14944595138,22489557572,5,Khuyên mọi người mua tăng lên một size con thích đi rộng thì tăng lên hai size nhé khuyên thật lòng￼￼￼￼,184956190789,"Quai trắng đế đen,Size 41",1,False,vn,VN,1713665408,1713665408
14916048781,22489557572,5,Dép đẹp ok đúng mô tả ảnh 5 sao sản phẩm chất lượng giá như vậy mà dép thế ok rồi,184956190808,"Quai đen đế trắng,Size 43",1,False,vn,VN,1713423790,1713423790
15299917231,22489557572,5,"Màu sắc:đúng màu
Đúng với mô tả:ok

Giá cả hợp lý",184956190794,"Quai đen đế trắng,Size 41",1,False,vn,VN,1716635036,1716635036
14937068238,22489557572,5,"Đúng với mô tả:dép đúng vs hình

Sản phẩm ok",184956190798,"Quai đen đế trắng,Size 42",1,False,vn,VN,1713594528,1713594528
14816082310,22489557572,5,"Thank ciuu bạn đã tin tưởng ủng hộ và để lại feedback cho shop ạ🥰 Niềm tin b dành cho shop là 1 động lực lớn giúp shop cải thiện ngày một phát triển hơn. Shop chúc b cùng gđ luôn vui tươi, mạnh khoẻ, hạnh phúc và gặp nhiều may mắn nhaaaaa❤️❤️",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712450235,1712450235
14820412601,22489557572,5,"Thank ciuu bạn đã tin tưởng ủng hộ và để lại feedback cho shop ạ🥰 Niềm tin b dành cho shop là 1 động lực lớn giúp shop cải thiện ngày một phát triển hơn. Shop chúc b cùng gđ luôn vui tươi, mạnh khoẻ, hạnh phúc và gặp nhiều may mắn nhaaaaa❤️❤️",184956190790,"Quai trắng đế đen,Size 37",1,False,vn,VN,1712475273,1712475273
